file,species,segment,start_s,cluster
Chorthippusbiguttulus/Chorthippusbiguttulus_dat005-056.M.wav,Chorthippusbiguttulus,1,2.5,14
Chorthippusbiguttulus/Chorthippusbiguttulus_dat005-056.M.wav,Chorthippusbiguttulus,2,5.0,14
Chorthippusbiguttulus/Chorthippusbiguttulus_dat005-056.M.wav,Chorthippusbiguttulus,3,7.5,14
Chorthippusbiguttulus/Chorthippusbiguttulus_dat005-056.M.wav,Chorthippusbiguttulus,4,10.0,14
Chorthippusbiguttulus/Chorthippusbiguttulus_dat005-056.M.wav,Chorthippusbiguttulus,5,12.5,14
Chorthippusbiguttulus/Chorthippusbiguttulus_dat005-056.M.wav,Chorthippusbiguttulus,6,15.0,32
Chorthippusbiguttulus/Chorthippusbiguttulus_dat005-056.M.wav,Chorthippusbiguttulus,7,17.5,31
Chorthippusbiguttulus/Chorthippusbiguttulus_dat028-023.wav,Chorthippusbiguttulus,0,0.0,32
Chorthippusbiguttulus/Chorthippusbiguttulus_dat028-023.wav,Chorthippusbiguttulus,1,2.5,-1
Chorthippusbiguttulus/Chorthippusbiguttulus_dat030-001.wav,Chorthippusbiguttulus,0,0.0,13
Chorthippusbiguttulus/Chorthippusbiguttulus_dat030-001.wav,Chorthippusbiguttulus,1,2.5,13
Chorthippusbiguttulus/Chorthippusbiguttulus_dat030-001.wav,Chorthippusbiguttulus,2,5.0,13
Chorthippusbiguttulus/Chorthippusbiguttulus_dat030-001.wav,Chorthippusbiguttulus,3,7.5,13
Chorthippusbiguttulus/Chorthippusbiguttulus_dat030-001.wav,Chorthippusbiguttulus,4,10.0,32
Chorthippusbiguttulus/Chorthippusbiguttulus_dat030-001.wav,Chorthippusbiguttulus,5,12.5,36
Chorthippusbiguttulus/Chorthippusbiguttulus_dat031-007.wav,Chorthippusbiguttulus,0,0.0,13
Chorthippusbiguttulus/Chorthippusbiguttulus_dat031-007.wav,Chorthippusbiguttulus,1,2.5,13
Chorthippusbiguttulus/Chorthippusbiguttulus_dat031-007.wav,Chorthippusbiguttulus,2,5.0,13
Chorthippusbiguttulus/Chorthippusbiguttulus_dat031-007.wav,Chorthippusbiguttulus,3,7.5,13
Chorthippusbiguttulus/Chorthippusbiguttulus_dat031-007.wav,Chorthippusbiguttulus,4,10.0,32
Chorthippusbiguttulus/Chorthippusbiguttulus_dat031-007.wav,Chorthippusbiguttulus,5,12.5,31
Chorthippusbiguttulus/Chorthippusbiguttulus_dat149-002.wav,Chorthippusbiguttulus,0,0.0,25
Chorthippusbiguttulus/Chorthippusbiguttulus_dat149-002.wav,Chorthippusbiguttulus,1,2.5,14
Chorthippusbiguttulus/Chorthippusbiguttulus_dat149-002.wav,Chorthippusbiguttulus,2,5.0,14
Chorthippusbiguttulus/Chorthippusbiguttulus_dat149-002.wav,Chorthippusbiguttulus,3,7.5,14
Chorthippusbiguttulus/Chorthippusbiguttulus_dat149-002.wav,Chorthippusbiguttulus,4,10.0,32
Chorthippusbiguttulus/Chorthippusbiguttulus_dat149-002.wav,Chorthippusbiguttulus,5,12.5,-1
Chorthippusbiguttulus/Chorthippusbiguttulus_dat179-001.wav,Chorthippusbiguttulus,0,0.0,23
Chorthippusbiguttulus/Chorthippusbiguttulus_dat179-001.wav,Chorthippusbiguttulus,1,2.5,23
Chorthippusbiguttulus/Chorthippusbiguttulus_dat179-001.wav,Chorthippusbiguttulus,2,5.0,23
Chorthippusbiguttulus/Chorthippusbiguttulus_dat179-001.wav,Chorthippusbiguttulus,3,7.5,23
Chorthippusbiguttulus/Chorthippusbiguttulus_dat179-001.wav,Chorthippusbiguttulus,4,10.0,33
Chorthippusbiguttulus/Chorthippusbiguttulus_dat185-002.wav,Chorthippusbiguttulus,0,0.0,23
Chorthippusbiguttulus/Chorthippusbiguttulus_dat185-002.wav,Chorthippusbiguttulus,1,2.5,23
Chorthippusbiguttulus/Chorthippusbiguttulus_dat185-002.wav,Chorthippusbiguttulus,2,5.0,23
Chorthippusbiguttulus/Chorthippusbiguttulus_dat185-002.wav,Chorthippusbiguttulus,3,7.5,23
Chorthippusbiguttulus/Chorthippusbiguttulus_dat185-002.wav,Chorthippusbiguttulus,4,10.0,23
Chorthippusbiguttulus/Chorthippusbiguttulus_dat185-002.wav,Chorthippusbiguttulus,5,12.5,23
Chorthippusbiguttulus/Chorthippusbiguttulus_dat185-002.wav,Chorthippusbiguttulus,6,15.0,-1
Chorthippusbiguttulus/Chorthippusbiguttulus_file0224.M.wav,Chorthippusbiguttulus,0,0.0,22
Chorthippusbiguttulus/Chorthippusbiguttulus_file0224.M.wav,Chorthippusbiguttulus,1,2.5,22
Chorthippusbiguttulus/Chorthippusbiguttulus_file0224.M.wav,Chorthippusbiguttulus,2,5.0,22
Chorthippusbiguttulus/Chorthippusbiguttulus_file0224.M.wav,Chorthippusbiguttulus,3,7.5,36
Chorthippusbrunneus/Chorthippusbrunneus_CHOBRU_20180914_141921.M.wav,Chorthippusbrunneus,0,0.0,25
Chorthippusbrunneus/Chorthippusbrunneus_CHOBRU_20180914_141921.M.wav,Chorthippusbrunneus,1,2.5,-1
Chorthippusbrunneus/Chorthippusbrunneus_CHOBRU_20180914_141921.M.wav,Chorthippusbrunneus,2,5.0,31
Chorthippusbrunneus/Chorthippusbrunneus_NoID_20200809_160342.M.wav,Chorthippusbrunneus,0,0.0,28
Chorthippusbrunneus/Chorthippusbrunneus_NoID_20200809_160342.M.wav,Chorthippusbrunneus,1,2.5,28
Chorthippusbrunneus/Chorthippusbrunneus_NoID_20200809_160342.M.wav,Chorthippusbrunneus,2,5.0,28
Chorthippusbrunneus/Chorthippusbrunneus_NoID_20200809_160342.M.wav,Chorthippusbrunneus,3,7.5,29
Chorthippusbrunneus/Chorthippusbrunneus_No_ID_20170802_132433.M.wav,Chorthippusbrunneus,0,0.0,28
Chorthippusbrunneus/Chorthippusbrunneus_No_ID_20170802_132433.M.wav,Chorthippusbrunneus,1,2.5,29
Chorthippusbrunneus/Chorthippusbrunneus_No_ID_20170802_132433.M.wav,Chorthippusbrunneus,2,5.0,29
Chorthippusbrunneus/Chorthippusbrunneus_Take92.wav,Chorthippusbrunneus,0,0.0,25
Chorthippusbrunneus/Chorthippusbrunneus_Take92.wav,Chorthippusbrunneus,1,2.5,25
Chorthippusbrunneus/Chorthippusbrunneus_Take92.wav,Chorthippusbrunneus,2,5.0,25
Chorthippusbrunneus/Chorthippusbrunneus_Take92.wav,Chorthippusbrunneus,3,7.5,25
Chorthippusbrunneus/Chorthippusbrunneus_Take92.wav,Chorthippusbrunneus,4,10.0,25
Chorthippusbrunneus/Chorthippusbrunneus_Take92.wav,Chorthippusbrunneus,5,12.5,36
Chorthippusbrunneus/Chorthippusbrunneus_dat001-021.M.wav,Chorthippusbrunneus,0,0.0,24
Chorthippusbrunneus/Chorthippusbrunneus_dat001-021.M.wav,Chorthippusbrunneus,1,2.5,24
Chorthippusbrunneus/Chorthippusbrunneus_dat001-021.M.wav,Chorthippusbrunneus,2,5.0,24
Chorthippusbrunneus/Chorthippusbrunneus_dat001-021.M.wav,Chorthippusbrunneus,3,7.5,33
Chorthippusbrunneus/Chorthippusbrunneus_dat001-021.M.wav,Chorthippusbrunneus,4,10.0,31
Chorthippusbrunneus/Chorthippusbrunneus_dat001-040.M.wav,Chorthippusbrunneus,0,0.0,25
Chorthippusbrunneus/Chorthippusbrunneus_dat001-040.M.wav,Chorthippusbrunneus,1,2.5,25
Chorthippusbrunneus/Chorthippusbrunneus_dat001-040.M.wav,Chorthippusbrunneus,2,5.0,33
Chorthippusbrunneus/Chorthippusbrunneus_dat001-040.M.wav,Chorthippusbrunneus,3,7.5,31
Chorthippusbrunneus/Chorthippusbrunneus_dat003-009.M.wav,Chorthippusbrunneus,0,0.0,25
Chorthippusbrunneus/Chorthippusbrunneus_dat003-009.M.wav,Chorthippusbrunneus,1,2.5,25
Chorthippusbrunneus/Chorthippusbrunneus_dat003-009.M.wav,Chorthippusbrunneus,2,5.0,25
Chorthippusbrunneus/Chorthippusbrunneus_dat003-009.M.wav,Chorthippusbrunneus,3,7.5,25
Chorthippusbrunneus/Chorthippusbrunneus_dat003-009.M.wav,Chorthippusbrunneus,4,10.0,25
Chorthippusbrunneus/Chorthippusbrunneus_dat003-009.M.wav,Chorthippusbrunneus,5,12.5,36
Chorthippusbrunneus/Chorthippusbrunneus_dat003-020.M.wav,Chorthippusbrunneus,0,0.0,24
Chorthippusbrunneus/Chorthippusbrunneus_dat003-020.M.wav,Chorthippusbrunneus,1,2.5,33
Chorthippusbrunneus/Chorthippusbrunneus_dat003-020.M.wav,Chorthippusbrunneus,2,5.0,31
Chorthippusbrunneus/Chorthippusbrunneus_dat005-044.M.wav,Chorthippusbrunneus,0,0.0,24
Chorthippusbrunneus/Chorthippusbrunneus_dat005-044.M.wav,Chorthippusbrunneus,1,2.5,24
Chorthippusbrunneus/Chorthippusbrunneus_dat005-044.M.wav,Chorthippusbrunneus,2,5.0,24
Chorthippusbrunneus/Chorthippusbrunneus_dat005-044.M.wav,Chorthippusbrunneus,3,7.5,24
Chorthippusbrunneus/Chorthippusbrunneus_dat005-044.M.wav,Chorthippusbrunneus,4,10.0,24
Chorthippusbrunneus/Chorthippusbrunneus_dat005-044.M.wav,Chorthippusbrunneus,5,12.5,24
Chorthippusbrunneus/Chorthippusbrunneus_dat005-044.M.wav,Chorthippusbrunneus,6,15.0,24
Chorthippusbrunneus/Chorthippusbrunneus_dat005-044.M.wav,Chorthippusbrunneus,7,17.5,33
Chorthippusbrunneus/Chorthippusbrunneus_dat005-044.M.wav,Chorthippusbrunneus,8,20.0,31
Chorthippusbrunneus/Chorthippusbrunneus_dat011-004.wav,Chorthippusbrunneus,0,0.0,25
Chorthippusbrunneus/Chorthippusbrunneus_dat011-004.wav,Chorthippusbrunneus,1,2.5,25
Chorthippusbrunneus/Chorthippusbrunneus_dat011-004.wav,Chorthippusbrunneus,2,5.0,25
Chorthippusbrunneus/Chorthippusbrunneus_dat011-004.wav,Chorthippusbrunneus,3,7.5,25
Chorthippusbrunneus/Chorthippusbrunneus_dat011-004.wav,Chorthippusbrunneus,4,10.0,-1
Chorthippusbrunneus/Chorthippusbrunneus_dat011-004.wav,Chorthippusbrunneus,5,12.5,31
Chorthippusbrunneus/Chorthippusbrunneus_dat022-008.wav,Chorthippusbrunneus,0,0.0,25
Chorthippusbrunneus/Chorthippusbrunneus_dat022-008.wav,Chorthippusbrunneus,1,2.5,25
Chorthippusbrunneus/Chorthippusbrunneus_dat022-008.wav,Chorthippusbrunneus,2,5.0,25
Chorthippusbrunneus/Chorthippusbrunneus_dat022-008.wav,Chorthippusbrunneus,3,7.5,25
Chorthippusbrunneus/Chorthippusbrunneus_dat022-008.wav,Chorthippusbrunneus,4,10.0,25
Chorthippusbrunneus/Chorthippusbrunneus_dat022-008.wav,Chorthippusbrunneus,5,12.5,-1
Chorthippusbrunneus/Chorthippusbrunneus_dat022-008.wav,Chorthippusbrunneus,6,15.0,27
Chorthippusbrunneus/Chorthippusbrunneus_dat024-016.wav,Chorthippusbrunneus,0,0.0,-1
Chorthippusbrunneus/Chorthippusbrunneus_dat024-016.wav,Chorthippusbrunneus,1,2.5,36
Chorthippusbrunneus/Chorthippusbrunneus_dat124-003.M.wav,Chorthippusbrunneus,0,0.0,-1
Chorthippusbrunneus/Chorthippusbrunneus_dat124-003.M.wav,Chorthippusbrunneus,1,2.5,25
Chorthippusbrunneus/Chorthippusbrunneus_dat124-003.M.wav,Chorthippusbrunneus,2,5.0,36
Grylluscampestris/Grylluscampestris_GRYCAM_20210728_115826.M.wav,Grylluscampestris,0,0.0,7
Grylluscampestris/Grylluscampestris_GRYCAM_20210728_115826.M.wav,Grylluscampestris,1,2.5,33
Grylluscampestris/Grylluscampestris_GRYCAM_20210728_115826.M.wav,Grylluscampestris,2,5.0,36
Grylluscampestris/Grylluscampestris_Take02.M.wav,Grylluscampestris,0,0.0,7
Grylluscampestris/Grylluscampestris_Take02.M.wav,Grylluscampestris,1,2.5,7
Grylluscampestris/Grylluscampestris_Take02.M.wav,Grylluscampestris,2,5.0,19
Grylluscampestris/Grylluscampestris_Take11.M.wav,Grylluscampestris,0,0.0,-1
Grylluscampestris/Grylluscampestris_Take11.M.wav,Grylluscampestris,1,2.5,-1
Grylluscampestris/Grylluscampestris_Take32.M.wav,Grylluscampestris,0,0.0,7
Grylluscampestris/Grylluscampestris_Take32.M.wav,Grylluscampestris,1,2.5,7
Grylluscampestris/Grylluscampestris_Take32.M.wav,Grylluscampestris,2,5.0,7
Grylluscampestris/Grylluscampestris_Take32.M.wav,Grylluscampestris,3,7.5,-1
Grylluscampestris/Grylluscampestris_dat003-004.M.wav,Grylluscampestris,0,0.0,-1
Grylluscampestris/Grylluscampestris_dat003-004.M.wav,Grylluscampestris,1,2.5,-1
Grylluscampestris/Grylluscampestris_dat003-004.M.wav,Grylluscampestris,2,5.0,17
Grylluscampestris/Grylluscampestris_dat003-005.M.wav,Grylluscampestris,0,0.0,-1
Grylluscampestris/Grylluscampestris_dat003-005.M.wav,Grylluscampestris,1,2.5,18
Grylluscampestris/Grylluscampestris_dat003-005.M.wav,Grylluscampestris,2,5.0,17
Grylluscampestris/Grylluscampestris_dat008-008.wav,Grylluscampestris,0,0.0,17
Grylluscampestris/Grylluscampestris_dat008-008.wav,Grylluscampestris,1,2.5,-1
Grylluscampestris/Grylluscampestris_dat008-009.wav,Grylluscampestris,0,0.0,18
Grylluscampestris/Grylluscampestris_dat008-009.wav,Grylluscampestris,1,2.5,-1
Grylluscampestris/Grylluscampestris_dat008-009.wav,Grylluscampestris,2,5.0,17
Grylluscampestris/Grylluscampestris_dat008-010.wav,Grylluscampestris,0,0.0,18
Grylluscampestris/Grylluscampestris_dat008-010.wav,Grylluscampestris,1,2.5,18
Grylluscampestris/Grylluscampestris_dat008-010.wav,Grylluscampestris,2,5.0,18
Grylluscampestris/Grylluscampestris_dat008-010.wav,Grylluscampestris,3,7.5,17
Grylluscampestris/Grylluscampestris_dat008-010.wav,Grylluscampestris,4,10.0,10
Grylluscampestris/Grylluscampestris_dat008-011.M.wav,Grylluscampestris,0,0.0,18
Grylluscampestris/Grylluscampestris_dat008-011.M.wav,Grylluscampestris,1,2.5,18
Grylluscampestris/Grylluscampestris_dat008-011.M.wav,Grylluscampestris,2,5.0,17
Grylluscampestris/Grylluscampestris_dat008-011.M.wav,Grylluscampestris,3,7.5,10
Grylluscampestris/Grylluscampestris_dat008-012.M.wav,Grylluscampestris,0,0.0,18
Grylluscampestris/Grylluscampestris_dat008-012.M.wav,Grylluscampestris,1,2.5,18
Grylluscampestris/Grylluscampestris_dat008-012.M.wav,Grylluscampestris,2,5.0,18
Grylluscampestris/Grylluscampestris_dat008-012.M.wav,Grylluscampestris,3,7.5,17
Grylluscampestris/Grylluscampestris_dat008-012.M.wav,Grylluscampestris,4,10.0,10
Grylluscampestris/Grylluscampestris_dat008-014.M.wav,Grylluscampestris,0,0.0,18
Grylluscampestris/Grylluscampestris_dat008-014.M.wav,Grylluscampestris,1,2.5,18
Grylluscampestris/Grylluscampestris_dat008-014.M.wav,Grylluscampestris,2,5.0,17
Grylluscampestris/Grylluscampestris_dat008-016.M.wav,Grylluscampestris,0,0.0,18
Grylluscampestris/Grylluscampestris_dat008-016.M.wav,Grylluscampestris,1,2.5,18
Grylluscampestris/Grylluscampestris_dat008-016.M.wav,Grylluscampestris,2,5.0,18
Grylluscampestris/Grylluscampestris_dat008-016.M.wav,Grylluscampestris,3,7.5,18
Grylluscampestris/Grylluscampestris_dat008-016.M.wav,Grylluscampestris,4,10.0,17
Grylluscampestris/Grylluscampestris_dat008-016.M.wav,Grylluscampestris,5,12.5,10
Grylluscampestris/Grylluscampestris_dat008-017.M.wav,Grylluscampestris,0,0.0,18
Grylluscampestris/Grylluscampestris_dat008-017.M.wav,Grylluscampestris,1,2.5,18
Grylluscampestris/Grylluscampestris_dat008-017.M.wav,Grylluscampestris,2,5.0,17
Grylluscampestris/Grylluscampestris_dat008-017.M.wav,Grylluscampestris,3,7.5,27
Grylluscampestris/Grylluscampestris_dat008-018.M.wav,Grylluscampestris,0,0.0,18
Grylluscampestris/Grylluscampestris_dat008-018.M.wav,Grylluscampestris,1,2.5,18
Grylluscampestris/Grylluscampestris_dat008-018.M.wav,Grylluscampestris,2,5.0,17
Grylluscampestris/Grylluscampestris_dat008-018.M.wav,Grylluscampestris,3,7.5,10
Grylluscampestris/Grylluscampestris_dat008-019.M.wav,Grylluscampestris,0,0.0,7
Grylluscampestris/Grylluscampestris_dat008-019.M.wav,Grylluscampestris,1,2.5,7
Grylluscampestris/Grylluscampestris_dat008-019.M.wav,Grylluscampestris,2,5.0,7
Grylluscampestris/Grylluscampestris_dat008-019.M.wav,Grylluscampestris,3,7.5,7
Grylluscampestris/Grylluscampestris_dat008-019.M.wav,Grylluscampestris,4,10.0,17
Grylluscampestris/Grylluscampestris_dat008-019.M.wav,Grylluscampestris,5,12.5,19
Grylluscampestris/Grylluscampestris_dat010-003.wav,Grylluscampestris,0,0.0,2
Grylluscampestris/Grylluscampestris_dat010-003.wav,Grylluscampestris,1,2.5,2
Grylluscampestris/Grylluscampestris_dat010-003.wav,Grylluscampestris,2,5.0,2
Grylluscampestris/Grylluscampestris_dat010-003.wav,Grylluscampestris,3,7.5,17
Grylluscampestris/Grylluscampestris_dat010-003.wav,Grylluscampestris,4,10.0,10
Grylluscampestris/Grylluscampestris_dat010-004.wav,Grylluscampestris,0,0.0,2
Grylluscampestris/Grylluscampestris_dat010-004.wav,Grylluscampestris,1,2.5,2
Grylluscampestris/Grylluscampestris_dat010-004.wav,Grylluscampestris,2,5.0,2
Grylluscampestris/Grylluscampestris_dat010-004.wav,Grylluscampestris,3,7.5,2
Grylluscampestris/Grylluscampestris_dat010-004.wav,Grylluscampestris,4,10.0,2
Grylluscampestris/Grylluscampestris_dat010-004.wav,Grylluscampestris,5,12.5,2
Grylluscampestris/Grylluscampestris_dat010-004.wav,Grylluscampestris,6,15.0,2
Grylluscampestris/Grylluscampestris_dat010-004.wav,Grylluscampestris,7,17.5,2
Grylluscampestris/Grylluscampestris_dat010-004.wav,Grylluscampestris,8,20.0,2
Grylluscampestris/Grylluscampestris_dat010-004.wav,Grylluscampestris,9,22.5,17
Grylluscampestris/Grylluscampestris_dat010-004.wav,Grylluscampestris,10,25.0,27
Grylluscampestris/Grylluscampestris_dat010-005.M.wav,Grylluscampestris,0,0.0,9
Grylluscampestris/Grylluscampestris_dat010-005.M.wav,Grylluscampestris,1,2.5,9
Grylluscampestris/Grylluscampestris_dat010-005.M.wav,Grylluscampestris,2,5.0,9
Grylluscampestris/Grylluscampestris_dat010-005.M.wav,Grylluscampestris,3,7.5,17
Grylluscampestris/Grylluscampestris_dat010-006.M.wav,Grylluscampestris,0,0.0,9
Grylluscampestris/Grylluscampestris_dat010-006.M.wav,Grylluscampestris,1,2.5,9
Grylluscampestris/Grylluscampestris_dat010-006.M.wav,Grylluscampestris,2,5.0,9
Grylluscampestris/Grylluscampestris_dat010-006.M.wav,Grylluscampestris,3,7.5,9
Grylluscampestris/Grylluscampestris_dat010-006.M.wav,Grylluscampestris,4,10.0,9
Grylluscampestris/Grylluscampestris_dat010-006.M.wav,Grylluscampestris,5,12.5,9
Grylluscampestris/Grylluscampestris_dat010-006.M.wav,Grylluscampestris,6,15.0,9
Grylluscampestris/Grylluscampestris_dat010-006.M.wav,Grylluscampestris,7,17.5,9
Grylluscampestris/Grylluscampestris_dat010-006.M.wav,Grylluscampestris,8,20.0,9
Grylluscampestris/Grylluscampestris_dat010-006.M.wav,Grylluscampestris,9,22.5,9
Grylluscampestris/Grylluscampestris_dat010-006.M.wav,Grylluscampestris,10,25.0,9
Grylluscampestris/Grylluscampestris_dat010-006.M.wav,Grylluscampestris,11,27.5,17
Grylluscampestris/Grylluscampestris_dat010-007.M.wav,Grylluscampestris,0,0.0,-1
Grylluscampestris/Grylluscampestris_dat010-007.M.wav,Grylluscampestris,1,2.5,17
Grylluscampestris/Grylluscampestris_file0045.M.wav,Grylluscampestris,0,0.0,18
Grylluscampestris/Grylluscampestris_file0045.M.wav,Grylluscampestris,1,2.5,18
Grylluscampestris/Grylluscampestris_file0045.M.wav,Grylluscampestris,2,5.0,18
Grylluscampestris/Grylluscampestris_file0045.M.wav,Grylluscampestris,3,7.5,17
Grylluscampestris/Grylluscampestris_file0045.M.wav,Grylluscampestris,4,10.0,10
Nemobiussylvestris/Nemobiussylvestris_20170828_205431.M.wav,Nemobiussylvestris,0,0.0,29
Nemobiussylvestris/Nemobiussylvestris_20170828_205431.M.wav,Nemobiussylvestris,1,2.5,29
Nemobiussylvestris/Nemobiussylvestris_20170828_205431.M.wav,Nemobiussylvestris,2,5.0,-1
Nemobiussylvestris/Nemobiussylvestris_MixPre-304.M.wav,Nemobiussylvestris,0,0.0,11
Nemobiussylvestris/Nemobiussylvestris_MixPre-304.M.wav,Nemobiussylvestris,1,2.5,19
Nemobiussylvestris/Nemobiussylvestris_MixPre-304.M.wav,Nemobiussylvestris,2,5.0,19
Nemobiussylvestris/Nemobiussylvestris_NoID_20210724_144844.M.wav,Nemobiussylvestris,0,0.0,16
Nemobiussylvestris/Nemobiussylvestris_NoID_20210724_144844.M.wav,Nemobiussylvestris,1,2.5,-1
Nemobiussylvestris/Nemobiussylvestris_NoID_20210724_144844.M.wav,Nemobiussylvestris,2,5.0,-1
Nemobiussylvestris/Nemobiussylvestris_No_ID_20170828_205643.M.wav,Nemobiussylvestris,0,0.0,29
Nemobiussylvestris/Nemobiussylvestris_No_ID_20170828_205643.M.wav,Nemobiussylvestris,1,2.5,29
Nemobiussylvestris/Nemobiussylvestris_No_ID_20170828_205643.M.wav,Nemobiussylvestris,2,5.0,29
Nemobiussylvestris/Nemobiussylvestris_No_ID_20170828_205643.M.wav,Nemobiussylvestris,3,7.5,29
Nemobiussylvestris/Nemobiussylvestris_No_ID_20170828_205759.M.wav,Nemobiussylvestris,0,0.0,29
